Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
78662,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3
78663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78664,1,,,1,,,,,,2,4,,3,9,,,3,,1,,11,1,28,3,,,,3,,9,,,1,7,6,,,,,8,,,,1,,,,,,1,,1,2,2,,,1,,2,,,,,,1,1,,,,,2,,,1,,27,1,,,3,2,,,,,91,29,8,38,,2,8,,2,1,3,,,,,3,,1,,335
78665,3,,,4,,1,,,,7,4,1,5,11,2,1,8,,1,,21,,27,22,,,,4,,5,,,,7,10,,,,,8,,1,,,1,,2,,,3,,,2,3,,1,,,2,1,,,,2,,,1,,,,1,1,,2,,41,3,,,,2,,2,,,209,58,19,105,,3,7,,1,,10,,1,,,,1,5,,642
78666,2,,,,,,,,,1,1,,1,2,1,,4,,,,9,1,19,6,,,1,2,,3,,,,4,4,,,1,,4,,,,1,,,,,,2,,,4,4,,,1,,,,,,,,,,,,,,1,2,,1,,14,,,,1,1,,,,1,57,12,7,17,,1,8,,3,1,2,,,,,2,1,3,,213
78667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78669,,,,1,1,1,,,,3,1,1,2,2,1,1,3,,,,5,,11,1,,,,,1,,,,,6,5,,,,,1,,,,,,,,,,3,,,,,,,,,3,,1,,,1,,,1,,,,2,,,,,5,,,1,,1,,,,,43,28,12,32,2,,4,,,,,,,,,,,1,,187
78671,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
78676,2,,,1,,1,2,,,1,,,,,,,1,,,1,6,,6,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,4,,,,,2,,,,,14,14,9,11,,1,3,,2,,1,,,,,,,,,91
78681,2,,,5,,2,1,,,8,6,,2,10,,1,11,1,1,,13,,46,20,,,,7,,8,,,,12,4,,,,,7,,,1,,,,,,3,2,,1,3,1,,,1,,,,,,1,,,,,1,,,3,1,2,2,,46,4,,1,,4,,,,,213,52,21,96,,5,11,,1,3,4,1,,,,1,2,5,,659
78683,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2
78701,1,,,4,1,1,,,,2,,,1,1,,,5,,,,6,,2,,,,,1,,2,2,,1,,4,,,,,3,,,,,,,,,1,2,,,3,1,,,,,,,,,,,1,2,,,,,,,2,,,4,3,,7,1,11,,,,,136,91,22,65,,,2,,1,,,,,,,,6,3,,401
78702,3,,,5,,1,3,,,3,2,,5,12,1,3,7,,,2,99,,13,4,,,,2,,6,28,,2,29,2,,,7,,3,,,,,,,,,,4,,,7,28,,2,2,,,,,,,,,1,,,,,1,1,,44,6,20,4,,1,,2,,1,,1,158,20,9,59,,1,12,,4,1,5,,,,,2,4,8,,650
78703,5,1,,9,2,1,2,,,7,4,,7,13,2,2,20,,1,,12,,18,3,,,,1,1,1,,,1,2,2,,,,,3,,,,1,,,,,,4,,,,1,,,,,1,,,,,,3,,,,,,4,4,1,1,,32,3,,7,3,16,,,,,163,122,63,94,,3,16,,3,1,2,,,1,,1,5,16,,691
78704,10,,,10,1,7,12,,,8,8,,17,16,,10,18,,1,1,32,1,48,16,,,,27,,10,1,,3,12,4,,,,,8,,2,1,,,,,,1,6,,,3,8,1,1,,1,1,,,,,,,1,1,,,,5,,,3,,46,2,,8,1,10,,,,2,318,103,40,131,,7,23,1,9,5,9,,,1,,10,12,14,,1068
78705,1,,,3,,,,,,1,,,4,1,,,3,,,,3,,9,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,2,,1,,14,,,,,,,1,,,33,7,4,12,,,4,,,,1,,,,,,3,2,,115
78706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78711,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3
78713,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
78716,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3
78717,5,,,5,,,1,,,4,4,,4,7,,2,8,,1,1,17,,29,18,,,,,,4,,,,6,10,,,,,14,,2,1,1,,,2,,,2,,1,1,2,,1,,,1,,,,1,1,,,,1,,,2,4,1,1,,28,4,,,,,,1,,1,274,60,27,125,,2,8,,5,5,10,,,1,,1,2,6,,725
78719,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,6
78720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
78721,2,,,,,,,,,,1,,2,4,1,,,,,,3,,4,,,,,2,,1,,,4,3,3,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,1,,8,1,,,,,1,,,1,31,3,2,20,,1,2,,2,2,1,1,,,,1,,,,115
78722,1,,,1,,2,,,,,1,,2,4,,1,2,,,1,3,,8,3,,,,4,,2,,,,1,1,,,,,1,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,2,1,,,,5,1,,1,1,1,,,,1,28,4,,12,,,5,,1,1,1,,,,,,2,7,,116
78723,5,,,1,1,1,3,,,2,2,,6,9,1,4,6,,,,16,1,53,11,,,,3,,5,1,,4,3,6,,,1,,6,,,1,2,,,,,,5,,1,3,6,,,3,,,,,,1,,1,,,,,,2,2,2,,,49,1,,,,1,,,,,125,24,13,69,,1,8,,13,4,8,,,,,3,4,6,,509
78724,,,,1,,1,,,,1,3,,3,2,,,,,,1,4,1,7,3,,,,,,3,,,,4,2,,,,,,,2,,,,,,,,2,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,8,1,,,,,,,,,44,5,6,22,,,3,,1,1,3,,,,,1,1,,,140
78725,,,,,,,,,,1,,,,,1,,,,,,3,1,5,1,,,,,,2,,,,,2,,,,,1,,1,,,,,,,,1,,,1,3,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,,,,17,4,2,15,,1,3,,1,,2,,,,,1,,,,77
78726,1,,,1,,1,,,,2,3,,1,3,1,2,2,,,,4,1,9,6,,,,1,1,3,1,,,4,3,,,,,2,,,1,1,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,9,4,,2,1,1,,,,,78,29,11,39,,2,2,,2,,2,,,,,1,,6,,246
78727,1,,,1,,,2,,,2,2,,5,4,,1,,1,,1,9,2,26,8,,,,1,,6,,,2,5,8,,,1,,5,,,,,,,,,1,3,,,2,2,,,,,,,,,1,,,,,,,,1,,1,,,34,2,,,,2,,1,,,123,26,8,49,,5,10,,4,,1,,,,,,1,4,,374
78728,1,,,2,,,,,,,1,,2,3,1,,1,1,,1,5,1,15,3,,,,1,,5,,,,5,2,,,,,3,,,,,,,,,,,,,2,2,,1,4,,,,,,,,,,,,,,1,,,,,23,,,1,,1,,,,,66,12,5,37,,,6,,3,1,2,,,,,2,1,2,,225
78729,1,,,,,,,,,6,1,,3,3,1,1,4,1,1,,10,,29,3,,,,2,,1,,,,2,3,,,,,5,,,,1,,,,,1,1,,,1,4,,,2,,,,,,,1,,,,,,,,2,,2,,27,,,1,,,,1,,,86,23,5,40,,1,9,,1,1,3,,,,,2,1,1,,294
78730,1,,,4,,,3,,,2,2,,2,2,2,2,2,,,,2,,13,4,,,,,,,,,,1,3,,,,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,1,,9,2,,3,,6,,,,,66,59,26,46,,,,,2,2,3,,1,,,1,2,,,278
78731,3,,,8,,2,1,,,7,7,,17,13,5,3,10,,,1,22,2,22,13,,,,2,,8,,,2,4,8,,,1,,8,,1,,1,,,1,,2,6,,,4,,,,1,,1,1,,,2,,,,,,,,2,4,1,,,40,8,,2,2,8,,1,,,179,96,31,102,1,,16,,6,,5,,,,,3,12,18,,726
78732,2,,,2,,,1,,1,3,5,1,,7,4,1,12,,,,7,,20,11,,,,3,1,3,1,,1,6,7,,,,,2,,,,,,,,,,5,,1,,1,,,,,2,,,,2,,,,1,,,,2,2,,,,15,1,,3,2,7,,,,,149,81,33,91,1,3,4,,3,2,4,,,,,,2,10,,528
78733,,,,4,,,,,,3,3,1,3,4,2,2,9,,,,3,,14,8,,,,,,2,,,2,3,3,,,,,4,,1,,,,,,,1,3,,,1,,1,,,,,,,,,,,,,,,,,,,,,17,,,,,2,,1,,,94,79,22,48,1,,4,,2,1,1,,,,,1,1,5,,356
78734,2,1,,4,,3,2,,,1,6,1,1,3,3,1,7,,2,,4,,19,5,,,,1,,8,1,,1,5,5,,,,,1,1,,,,,,,,1,8,,,,,1,,,1,2,,,,,,2,2,1,1,,,4,1,,1,,13,4,,4,3,7,,1,,,120,69,21,58,,1,3,1,2,,2,,,1,,,2,4,,429
78735,1,,,5,1,3,2,,,3,3,2,5,5,2,1,6,,2,,12,,14,6,,,,2,1,5,,,,2,4,,,,,10,,1,,,,,,,1,2,,2,2,1,,,,,,1,,,,,,,,,,,,1,,1,,12,1,,4,3,7,,1,,,127,73,22,64,1,,6,,2,1,3,,,,,3,4,4,,447
78736,,,,,,,,,,,,,2,5,,,2,,,1,4,1,9,2,,,,1,,,,,1,1,1,,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,12,1,,,,,,,,,36,14,1,14,,1,5,,2,,,,,,,,1,1,,124
78737,1,,,3,,,2,,,4,5,,4,7,,2,11,,,1,14,,14,10,,,,,,1,,,,6,5,,,,,5,,,,,,,,,1,5,,,1,2,,1,,,,,,,,,,,,,,,1,1,,,,17,2,,1,1,,,,,,112,53,23,69,,,6,,1,,1,,,,1,3,3,8,,408
78738,5,,,14,1,2,6,,,5,7,1,4,11,3,2,12,,1,,10,,19,15,,,,1,,3,2,,,6,13,,,,,4,,,,,,1,,,1,8,,1,1,3,1,,,3,8,,,,,,,,1,,,,1,1,,2,,16,5,,3,5,22,,,,,276,160,76,172,,2,9,,3,,5,,,,,1,5,12,,951
78739,2,,,6,,1,2,,,2,8,,3,5,1,4,5,,,1,16,,18,13,,,,1,,5,,,,3,8,,,,1,3,,,,,,,,,1,4,,,1,2,,1,,,,,,,1,,,,,,,,1,,,2,,24,5,,,,2,,,,,196,49,22,80,,2,2,,2,3,3,,,,,3,2,7,,523
78740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78741,1,,,1,,2,1,,,4,2,,1,7,1,2,2,,1,,11,1,23,3,,,,3,,5,,,1,12,4,,,,,1,,,,,1,,,,,4,,1,1,3,,,1,,,,,,,,,,,,,,1,,,,,9,3,,,,1,,1,,1,125,24,9,53,,1,5,,2,,,1,,,,1,,,,337
78744,,,,3,,,,,,1,1,,5,5,,,3,,,1,9,1,12,2,,,,3,,5,,1,1,9,2,,,2,,4,,,1,2,,,1,,,6,,,2,1,,,1,,,1,,,,,,,,,,,1,,,,,18,4,,,1,3,,1,,,77,18,6,41,,3,7,,1,2,1,,,,,,1,,,270
78745,5,,,6,,2,5,,,7,4,,6,8,,2,4,,,1,20,1,42,115,,,,5,,3,,,1,11,5,,,1,,5,,1,,2,,,,,,5,,1,9,1,1,1,3,,1,,,,,1,,,,,,,2,2,3,6,,52,40,,,,1,,1,,1,133,25,5,60,,5,12,4,6,2,3,,,,,3,4,2,,657
78746,4,,,26,6,3,2,,,6,12,,11,7,4,4,23,,1,,16,1,27,11,,,1,3,1,5,,,,2,9,,,2,,3,,,2,,,,,,5,9,,,2,2,,,1,1,2,1,1,1,,,,,,,,,3,2,,2,,24,5,,14,4,23,,,,1,245,246,104,146,3,1,10,,6,,4,,1,2,,4,6,26,,1099
78747,,,,,,,,,,2,,,5,,,4,,,,,4,,15,3,,,,,,2,1,,,8,3,,,,,1,,,,,,,,,1,4,,1,2,,,,2,,,,,,,,,,,,,,,1,1,,,9,1,,1,,,,,,,44,12,3,17,,,4,,2,2,,,,,,,,,,155
78748,2,,,1,,,2,,,6,7,,2,7,1,3,7,,,1,16,,35,4,,,1,3,,8,,,3,11,6,,,,,7,,1,,,1,,,,,9,,,2,3,,,1,,,,,,,,,,,,,,1,1,2,2,,38,3,,2,,,,,,1,144,14,12,69,1,2,9,,4,1,1,,1,,,2,3,2,,465
78749,1,,,4,,1,1,,,3,2,,7,5,,1,6,,,,19,1,27,11,,,,3,,3,,,1,7,4,,,,,7,,1,,,,,,,1,5,,1,,4,,,2,,,,,,,,,1,,,,,2,1,1,2,,37,2,,2,1,,,3,,,137,26,14,58,,2,7,,7,2,3,,,,,2,3,3,,444
78750,,,,4,,1,2,,,4,4,,2,6,,1,7,,1,1,18,,31,18,,,,3,,3,1,,1,5,7,,,,,6,,,,1,1,,2,,1,3,,,,5,1,1,1,,1,,,,,,,,,,,,2,2,,3,,31,2,,1,,,,,,,177,54,12,64,,5,8,,5,1,6,,,,,2,5,7,,530
78751,3,,,1,,,2,,,4,1,,5,4,,1,2,,,,10,2,19,1,,,,3,,4,,,,2,,,,,,1,,,,1,,,,,,1,,,2,2,,,2,,,,,,,,,,,,,,1,1,,1,,23,3,,,1,,,,,,71,12,1,23,,1,6,,4,2,3,,,,,,2,3,,231
78752,2,,,,,,,,,,,,4,1,,,1,,,,3,,8,1,,,,2,,1,,,1,4,,,,,,1,,1,,1,,,,,,,,,4,4,,,,,,,,,,,,,,,,,1,,,,,13,1,,,,1,,,,,41,2,,22,,,4,,1,1,,1,,,,1,,1,,129
78753,3,,,1,,,,,,1,,,2,,2,,,,,1,12,,22,1,,,,1,,8,,,,6,1,,,,,4,,,,,,,1,,,1,,,1,3,1,,,,,,,,,,,,,,,,,,1,1,,15,1,,,2,,,1,,,58,10,5,19,,,11,,2,2,1,,,,,2,,,,203
78754,1,,,,,,1,,,3,2,,1,5,3,,1,,,,11,,14,4,,,,1,1,4,,,,2,,,,,,4,,2,,,,,,,,2,,,3,4,,,,,,,,,,,,,,,,,1,,,,,18,4,,,2,1,,,,,87,13,6,20,,2,6,,2,1,3,,1,,,1,1,,,238
78755,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78756,1,,,3,,1,,,,2,2,,3,9,,,3,,,,4,,18,3,,,,2,,2,,,,4,,,,,,5,,,,,,,,,,1,,1,,4,,,,,,,,,,,,,,,,,3,1,,2,,14,,,2,,2,,,,,43,18,7,16,,1,7,,3,,3,,,,,2,2,4,,198
78757,1,,,4,2,,6,,,3,3,,5,7,,2,1,,,,23,,23,13,,,,4,,6,,,1,4,3,,,,,6,,,,,2,,,,,6,,,6,2,,,,,,,,,,,,,,,,,4,4,,,,50,5,,2,,1,,,,,122,27,6,50,,1,10,,7,2,6,,,1,,4,6,9,,450
78758,,1,,,,1,,,,3,1,,3,6,3,3,4,,,,9,1,34,2,,,,4,,6,,,1,9,2,,,,,3,,1,,1,2,,,,,6,1,1,3,7,,,,,,,,,,,,,,,,,3,,2,,,30,2,,2,,3,,,,1,192,23,6,51,,1,7,,3,3,3,,,,,,4,1,,455
78759,1,,,7,,2,2,,,5,4,1,7,10,1,4,10,,,2,32,,37,15,,,,1,,9,3,,1,6,2,,,,,8,,1,,,,,,,,4,,,6,,,1,,,,,,,,,,1,,,,,3,1,2,,,49,3,,1,1,4,2,,,1,190,83,31,88,,3,19,,10,,8,,,,,4,2,5,,693
78762,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78766,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78801,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,14
78832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78840,1,,,,,,,,,1,,,1,2,,,1,,,,3,,4,1,,,,,,2,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,2,,1,,,,,,,,,,13,5,2,4,,,2,,,,1,,1,,,,,,,53
78846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78852,,,,,,,,,,2,,,,,,,1,,,,,,6,1,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,8,2,,5,,,4,,,,,,,,,,,,,34
78861,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,1,,,,,,,,,,,,,13
78872,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78873,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78877,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
78879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,4
78881,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,2
78885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78930,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,4
78934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,2,,,,,,,,,,,,,,1,,13
78935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78940,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4
78941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,2
78942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,1,,,,,,,,,,,,,8
78944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
78945,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,11
78947,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2
78948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
78949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
78950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,1,,,,,,,,,,,5
78953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,3
